Table Name,State Code,District Code,Tehsil Code,Area Name,Total/ Rural/ Urban,Age-group,Total - Persons,Total - Males,Total - Females,Illiterate - Persons,Illiterate - Males,Illiterate - Females,Literate - Persons,Literate - Males,Literate - Females,Educational level - Literate without educational level - Persons,Educational level - Literate without educational level - Males,Educational level - Literate without educational level - Females,Educational level - Below primary - Persons,Educational level - Below primary - Males,Educational level - Below primary - Females,Educational level - Primary - Persons,Educational level - Primary - Males,Educational level - Primary - Females,Educational level - Middle - Persons,Educational level - Middle - Males,Educational level - Middle - Females,Educational level - Matric/Secondary - Persons,Educational level - Matric/Secondary - Males,Educational level - Matric/Secondary - Females,Educational level - Higher secondary/Intermediate/Pre-University/Senior secondary - Persons,Educational level - Higher secondary/Intermediate/Pre-University/Senior secondary - Males,Educational level - Higher secondary/Intermediate/Pre-University/Senior secondary - Females,Educational level - Non-technical diploma or certificate not equal to degree - Persons,Educational level - Non-technical diploma or certificate not equal to degree - Males,Educational level - Non-technical diploma or certificate not equal to degree - Females,Educational level - Technical diploma or certificate not equal to degree - Persons,Educational level - Technical diploma or certificate not equal to degree - Males,Educational level - Technical diploma or certificate not equal to degree - Females,Educational level - Graduate & above - Persons,Educational level - Graduate & above - Males,Educational level - Graduate & above - Females,Educational level - Unclassified - Persons,Educational level - Unclassified - Males,Educational level - Unclassified - Females
C2308,00,00,0000,INDIA,Total,All ages,1028610328,532156772,496453556,467922531,195623056,272299475,560687797,336533716,224154081,20022966,11361139,8661827,144831273,81148130,63683143,146740047,83525450,63214597,90226846,55940422,34286424,79229721,51201516,28028205,37816215,24596339,13219876,386146,258604,127542,3666680,2900839,765841,37670147,25533308,12136839,97756,67969,29787
C2308,00,00,0000,INDIA,Total,0-6,163819614,84999203,78820411,163819614,84999203,78820411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2308,00,00,0000,INDIA,Total,7,23045028,11910330,11134698,8720380,4191846,4528534,14324648,7718484,6606164,217629,123501,94128,14104276,7593470,6510806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2743,1513,1230
C2308,00,00,0000,INDIA,Total,8,31031074,16174274,14856800,9184617,4232981,4951636,21846457,11941293,9905164,275515,154409,121106,21568111,11785317,9782794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2831,1567,1264
C2308,00,00,0000,INDIA,Total,9,20868238,10770638,10097600,3840288,1654757,2185531,17027950,9115881,7912069,139366,74787,64579,15580991,8349151,7231840,1306139,691102,615037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1454,841,613
C2308,00,00,0000,INDIA,Total,10,33855378,17941703,15913675,7494634,3234323,4260311,26360744,14707380,11653364,309601,171194,138407,18833389,10506269,8327120,7214986,4028183,3186803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2768,1734,1034
C2308,00,00,0000,INDIA,Total,11,18078949,9505257,8573692,2332837,922997,1409840,15746112,8582260,7163852,126825,67101,59724,6526504,3578853,2947651,9091526,4935470,4156056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1257,836,421
C2308,00,00,0000,INDIA,Total,12,30427429,16153819,14273610,6035010,2458357,3576653,24392419,13695462,10696957,290534,153377,137157,7008526,3919475,3089051,15426663,8692168,6734495,1664109,928825,735284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2587,1617,970
C2308,00,00,0000,INDIA,Total,13,19897051,10219364,9677687,2984089,1088657,1895432,16912962,9130707,7782255,177746,85758,91988,2594503,1352440,1242063,10227775,5627516,4600259,3911437,2064089,1847348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1501,904,597
C2308,00,00,0000,INDIA,Total,14,22588051,11812734,10775317,3984448,1506175,2478273,18603603,10306559,8297044,252730,124372,128358,2275680,1199734,1075946,7732852,4368119,3364733,8340560,4613258,3727302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1781,1076,705
C2308,00,00,0000,INDIA,Total,15,22521059,12225932,10295127,4669764,1968453,2701311,17851295,10257479,7593816,327363,172691,154672,1908716,1058818,849898,5319974,3099133,2220841,7325814,4316139,3009675,2967756,1609662,1358094,0,0,0,0,0,0,0,0,0,0,0,0,1672,1036,636
C2308,00,00,0000,INDIA,Total,16,21777810,11572289,10205521,4458248,1770671,2687577,17319562,9801618,7517944,353554,180878,172676,1657015,900398,756617,4121467,2307024,1814443,5592663,3355329,2237334,5593055,3056886,2536169,0,0,0,0,0,0,0,0,0,0,0,0,1808,1103,705
C2308,00,00,0000,INDIA,Total,17,14898862,8033721,6865141,2430480,933815,1496665,12468382,7099906,5368476,252866,131234,121632,973668,533136,440532,2461863,1373783,1088080,3134492,1897630,1236862,5643993,3163126,2480867,0,0,0,0,0,0,0,0,0,0,0,0,1500,997,503
C2308,00,00,0000,INDIA,Total,18,27686902,15166111,12520791,6699157,2622764,4076393,20987745,12543347,8444398,589560,318027,271533,1990156,1133794,856362,4549718,2627855,1921863,4790967,3036524,1754443,5008976,3135715,1873261,3903591,2171065,1732526,15332,9866,5466,136444,108562,27882,0,0,0,3001,1939,1062
C2308,00,00,0000,INDIA,Total,19,13331257,6941938,6389319,2496126,806859,1689267,10835131,6135079,4700052,291103,148827,142276,879863,460358,419505,2037445,1079973,957472,2213237,1302165,911072,2346400,1413784,932616,2919781,1616366,1303415,12357,7925,4432,133000,104331,28669,0,0,0,1945,1350,595
C2308,00,00,0000,INDIA,Total,20-24,89764132,46321150,43442982,24032678,7746483,16286195,65731454,38574667,27156787,2301321,1185600,1115721,5989068,3176869,2812199,13293676,7166455,6127221,12665973,7745609,4920364,12785545,7909485,4876060,11010388,6760798,4249590,75542,50376,25166,828300,658769,169531,6768807,3912315,2856492,12834,8391,4443
C2308,00,00,0000,INDIA,Total,25-29,83422393,41557546,41864847,27490444,8693588,18796856,55931949,32863958,23067991,2414529,1256067,1158462,6172030,3191790,2980240,12146228,6362898,5783330,10053436,6126984,3926452,10518628,6560128,3958500,6051489,3927811,2123678,62343,41528,20815,606895,487472,119423,7895841,4902358,2993483,10530,6922,3608
C2308,00,00,0000,INDIA,Total,30-34,74274044,37361916,36912128,28461043,9413374,19047669,45813001,27948542,17864459,2221618,1197432,1024186,6052448,3292710,2759738,10452862,5634876,4817986,7830229,4942068,2888161,8374744,5488101,2886643,4220499,2888489,1332010,50844,33690,17154,477570,383834,93736,6123610,4081507,2042103,8577,5835,2742
C2308,00,00,0000,INDIA,Total,35-39,70574085,36038727,34535358,29501579,10395584,19105995,41072506,25643143,15429363,2117006,1204203,912803,6434112,3698433,2735679,10308651,5776223,4532428,6711409,4333557,2377852,7098780,4753689,2345091,3126685,2185219,941466,39230,24858,14372,362136,287691,74445,4866853,3373983,1492870,7644,5287,2357
C2308,00,00,0000,INDIA,Total,40-44,55738297,29878715,25859582,24260997,9120524,15140473,31477300,20758191,10719109,1633338,990758,642580,5088362,3098943,1989419,8032649,4835168,3197481,4930278,3358682,1571596,5553445,3908068,1645377,2168452,1589559,578893,31806,20466,11340,266669,212236,54433,3765445,2739275,1026170,6856,5036,1820
C2308,00,00,0000,INDIA,Total,45-49,47408976,24867886,22541090,21626822,7634169,13992653,25782154,17233717,8548437,1345732,823388,522344,4418741,2662975,1755766,6703278,4065258,2638020,3846040,2656131,1189909,4536818,3293169,1243649,1665026,1256960,408066,27365,17941,9424,218832,171766,47066,3013821,2281120,732701,6501,5009,1492
C2308,00,00,0000,INDIA,Total,50-54,36587559,19851608,16735951,18198203,6940372,11257831,18389356,12911236,5478120,1027385,664446,362939,3423954,2173708,1250246,4747382,3059297,1688085,2497772,1805191,692581,3204312,2454523,749789,1107450,876895,230555,22549,16752,5797,222721,169299,53422,2130682,1686886,443796,5149,4239,910
C2308,00,00,0000,INDIA,Total,55-59,27653347,13583022,14070325,15060731,4850188,10210543,12592616,8732834,3859782,748419,464544,283875,2820846,1762012,1058834,3410563,2173972,1236591,1590382,1143612,446770,1987200,1547377,439823,633401,510497,122904,16514,12343,4171,169721,131484,38237,1211540,983569,227971,4030,3424,606
C2308,00,00,0000,INDIA,Total,60-64,27516779,13586347,13930432,17172694,6212628,10960066,10344085,7373719,2970366,746061,479069,266992,2715186,1789923,925263,2938161,1995350,942811,1183709,877510,306199,1446634,1157473,289161,399378,326029,73349,13034,9258,3776,113667,87301,26366,785152,649202,135950,3103,2604,499
C2308,00,00,0000,INDIA,Total,65-69,19806955,9472103,10334852,12444352,4259846,8184506,7362603,5212257,2150346,527993,333747,194246,2253016,1487274,765742,2085604,1410253,675351,772818,567256,205562,922919,748076,174843,243568,201358,42210,8501,5865,2636,63176,47330,15846,482968,409410,73558,2040,1688,352
C2308,00,00,0000,INDIA,Total,70-74,14708644,7527688,7180956,9699778,3832611,5867167,5008866,3695077,1313789,401819,265277,136542,1640565,1157173,483392,1455464,1048190,407274,496331,377808,118523,557391,463927,93464,145666,120107,25559,4867,3407,1460,32852,24348,8504,272465,233602,38863,1446,1238,208
C2308,00,00,0000,INDIA,Total,75-79,6551225,3263209,3288016,4079679,1485958,2593721,2471546,1777251,694295,185917,119801,66116,810422,553041,257381,713329,502464,210865,256129,190525,65604,280001,227531,52470,75498,59488,16010,2503,1765,738,14523,10667,3856,132367,111261,21106,857,708,149
C2308,00,00,0000,INDIA,Total,80+,8038718,3918980,4119738,5402631,2022589,3380042,2636087,1896391,739696,235177,148663,86514,879609,596458,283151,737923,529677,208246,274709,208903,65806,274336,224342,49994,81096,63425,17671,2476,1915,561,13949,10741,3208,135835,111448,24387,977,819,158
C2308,00,00,0000,INDIA,Total,Age not stated,2738472,1500562,1237910,1341208,623284,717924,1397264,877278,519986,512259,321988,190271,231516,135608,95908,223869,135043,88826,144352,92627,51725,128788,86454,42334,64247,42273,21974,883,649,234,6225,5008,1217,84761,57372,27389,364,256,108
C2308,00,00,0000,INDIA,Rural,All ages,742490639,381602674,360887965,380619822,158051033,222568789,361870817,223551641,138319176,14615424,8387028,6228396,110003318,62657511,47345807,102382680,60239957,42142723,58782622,38086609,20696013,43960211,30254014,13706197,18164354,13010597,5153757,145667,92944,52723,1599821,1267869,331952,12160507,9515428,2645079,56213,39684,16529
C2308,00,00,0000,INDIA,Rural,0-6,126470497,65407648,61062849,126470497,65407648,61062849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2308,00,00,0000,INDIA,Rural,7,17360501,8950259,8410242,7284338,3477904,3806434,10076163,5472355,4603808,168157,95658,72499,9906164,5375688,4530476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1842,1009,833
C2308,00,00,0000,INDIA,Rural,8,23981724,12475322,11506402,7909471,3614382,4295089,16072253,8860940,7211313,223678,125347,98331,15846505,8734467,7112038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2070,1126,944
C2308,00,00,0000,INDIA,Rural,9,15751933,8118667,7633266,3265890,1384608,1881282,12486043,6734059,5751984,110382,58793,51589,11542389,6218557,5323832,832206,456122,376084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1066,587,479
C2308,00,00,0000,INDIA,Rural,10,25813075,13661419,12151656,6465327,2745568,3719759,19347748,10915851,8431897,252084,138603,113481,14340552,8037586,6302966,4753113,2738433,2014680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1999,1229,770
C2308,00,00,0000,INDIA,Rural,11,13013528,6844903,6168625,1943431,745320,1198111,11070097,6099583,4970514,97073,50165,46908,4973019,2717342,2255677,5999147,3331538,2667609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,858,538,320
C2308,00,00,0000,INDIA,Rural,12,22868526,12137327,10731199,5190368,2063449,3126919,17678158,10073878,7604280,236785,123117,113668,5677031,3168648,2508383,10773817,6195713,4578104,988610,585246,403364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1915,1154,761
C2308,00,00,0000,INDIA,Rural,13,14310749,7374738,6936011,2511104,885225,1625879,11799645,6489513,5310132,139751,65606,74145,2090807,1081362,1009445,7238260,4046003,3192257,2329756,1295921,1033835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1071,621,450
C2308,00,00,0000,INDIA,Rural,14,16376444,8584358,7792086,3362219,1229370,2132849,13014225,7354988,5659237,200501,96572,103929,1858187,972460,885727,5738240,3271217,2467023,5216023,3013986,2202037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1274,753,521
C2308,00,00,0000,INDIA,Rural,15,16322708,8920230,7402478,3959492,1631354,2328138,12363216,7288876,5074340,261034,136367,124667,1562681,863173,699508,4037509,2372622,1664887,4867403,2965790,1901613,1633447,950219,683228,0,0,0,0,0,0,0,0,0,0,0,0,1142,705,437
C2308,00,00,0000,INDIA,Rural,16,15480193,8277681,7202512,3746719,1441537,2305182,11733474,6836144,4897330,275794,139404,136390,1337848,722710,615138,3112542,1751197,1361345,3870997,2388196,1482801,3135137,1833939,1301198,0,0,0,0,0,0,0,0,0,0,0,0,1156,698,458
C2308,00,00,0000,INDIA,Rural,17,9889295,5342038,4547257,1985778,726754,1259024,7903517,4615284,3288233,181576,92325,89251,757461,409588,347873,1781371,990776,790595,2144618,1319543,825075,3037766,1802578,1235188,0,0,0,0,0,0,0,0,0,0,0,0,725,474,251
C2308,00,00,0000,INDIA,Rural,18,19632050,10731079,8900971,5601764,2117020,3484744,14030286,8614059,5416227,448374,239813,208561,1588880,898351,690529,3401843,1968600,1433243,3436268,2215030,1221238,3179487,2064487,1115000,1900941,1166555,734386,6431,4266,2165,66413,55929,10484,0,0,0,1649,1028,621
C2308,00,00,0000,INDIA,Rural,19,8737577,4477390,4260187,2049353,621193,1428160,6688224,3856197,2832027,199489,99261,100228,681724,349357,332367,1462321,765334,696987,1517165,898632,618533,1440840,887748,553092,1318494,800650,517844,4529,2971,1558,62780,51643,11137,0,0,0,882,601,281
C2308,00,00,0000,INDIA,Rural,20-24,61398904,31127482,30271422,20074113,6234019,13840094,41324791,24893463,16431328,1653691,841301,812390,4740475,2498128,2242347,9649283,5218467,4430816,8795842,5466069,3329773,7962660,5093744,2868916,5604178,3754316,1849862,28886,19050,9836,399140,324327,74813,2484078,1673661,810417,6558,4400,2158
C2308,00,00,0000,INDIA,Rural,25-29,57685140,28377173,29307967,22938171,7173148,15765023,34746969,21204025,13542944,1739129,902818,836311,4881379,2562858,2318521,8622392,4640057,3982335,6799601,4295031,2504570,6261043,4126968,2134075,3217938,2294124,923814,24337,15497,8840,278079,222218,55861,2917066,2140336,776730,6005,4118,1887
C2308,00,00,0000,INDIA,Rural,30-34,51828879,25688779,26140100,23807619,7855653,15951966,28021260,17833126,10188134,1637475,881334,756141,4775994,2660380,2115614,7282147,4080058,3202089,5114103,3394032,1720071,4721882,3333710,1388172,2113130,1609586,503544,20197,12179,8018,207926,162927,44999,2143369,1695358,448011,5037,3562,1475
C2308,00,00,0000,INDIA,Rural,35-39,48958544,24881624,24076920,24353115,8660958,15692157,24605429,16220666,8384763,1550540,897731,652809,5016684,2987903,2028781,7013714,4154324,2859390,4186347,2895538,1290809,3719247,2758085,961162,1414694,1126744,287950,16028,8917,7111,151099,116791,34308,1532763,1271507,261256,4313,3126,1187
C2308,00,00,0000,INDIA,Rural,40-44,38565171,20420439,18144732,20141414,7624968,12516446,18423757,12795471,5628286,1178188,729619,448569,3952122,2492166,1459956,5480338,3485275,1995063,3030907,2212814,818093,2739540,2150972,588568,903308,755412,147896,12220,6932,5288,98763,76932,21831,1024629,882480,142149,3742,2869,873
C2308,00,00,0000,INDIA,Rural,45-49,32955002,17023673,15931329,17960610,6423704,11536906,14994392,10599969,4394423,953276,600210,353066,3403090,2146515,1256575,4537212,2950218,1586994,2344144,1758604,585540,2203396,1797526,405870,673610,583139,90471,10729,6488,4241,81260,63628,17632,784068,690694,93374,3607,2947,660
C2308,00,00,0000,INDIA,Rural,50-54,25777598,13812691,11964907,15177949,5905262,9272687,10599649,7907429,2692220,721404,484559,236845,2612067,1746999,865068,3178376,2219008,959368,1489587,1185172,304415,1518072,1309969,208103,434477,392809,41668,7582,5313,2269,84284,62749,21535,551016,498430,52586,2784,2421,363
C2308,00,00,0000,INDIA,Rural,55-59,19971069,9572754,10398315,12635240,4149555,8485685,7335829,5423199,1912630,525567,339680,185887,2135413,1423220,712193,2239925,1571263,668662,912918,736649,176269,901375,793647,107728,236101,216893,19208,4983,3575,1408,67718,52184,15534,309599,284093,25506,2230,1995,235
C2308,00,00,0000,INDIA,Rural,60-64,20651969,10146726,10505243,14430859,5384433,9046426,6221110,4762293,1458817,537786,362632,175154,2051585,1453451,598134,1942670,1461848,480822,681540,573590,107950,638560,576804,61756,138354,127979,10375,3921,3001,920,47310,36643,10667,177872,164999,12873,1512,1346,166
C2308,00,00,0000,INDIA,Rural,65-69,14816756,7070706,7746050,10439316,3709200,6730116,4377440,3361506,1015934,376302,252571,123731,1669650,1200735,468915,1328567,1017109,311458,417534,356899,60635,375969,344107,31862,79262,73668,5594,2262,1820,442,27082,20414,6668,99881,93366,6515,931,817,114
C2308,00,00,0000,INDIA,Rural,70-74,11129476,5746992,5382484,8097706,3336226,4761480,3031770,2410766,621004,288471,202183,86288,1210580,924985,285595,924157,742362,181795,265847,230196,35651,219625,201237,18388,48750,43774,4976,1544,1294,250,14734,11295,3439,57367,52827,4540,695,613,82
C2308,00,00,0000,INDIA,Rural,75-79,4830140,2412121,2418019,3381806,1287748,2094058,1448334,1124373,323961,128237,88175,40062,587878,438461,149417,439538,347612,91926,134384,112711,21673,101534,88859,12675,23914,20085,3829,822,671,151,5920,4470,1450,25685,22973,2712,422,356,66
C2308,00,00,0000,INDIA,Rural,80+,6016373,2983060,3033313,4410137,1742290,2667847,1606236,1240770,365466,164624,111137,53487,636733,472597,164136,470578,373862,96716,155085,129479,25606,110822,95722,15100,29843,24755,5088,958,791,167,5523,4270,1253,31579,27738,3841,491,419,72
C2308,00,00,0000,INDIA,Rural,Age not stated,1896818,1035395,861423,1026016,472537,553479,870802,562858,307944,366056,232047,134009,166420,99824,66596,143414,90939,52475,83943,57481,26462,59809,43693,16116,27360,20108,7252,238,179,59,1790,1449,341,21535,16966,4569,237,172,65
C2308,00,00,0000,INDIA,Urban,All ages,286119689,150554098,135565591,87302709,37572023,49730686,198816980,112982075,85834905,5407542,2974111,2433431,34827955,18490619,16337336,44357367,23285493,21071874,31444224,17853813,13590411,35269510,20947502,14322008,19651861,11585742,8066119,240479,165660,74819,2066859,1632970,433889,25509640,16017880,9491760,41543,28285,13258
C2308,00,00,0000,INDIA,Urban,0-6,37349117,19591555,17757562,37349117,19591555,17757562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2308,00,00,0000,INDIA,Urban,7,5684527,2960071,2724456,1436042,713942,722100,4248485,2246129,2002356,49472,27843,21629,4198112,2217782,1980330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,901,504,397
C2308,00,00,0000,INDIA,Urban,8,7049350,3698952,3350398,1275146,618599,656547,5774204,3080353,2693851,51837,29062,22775,5721606,3050850,2670756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,761,441,320
C2308,00,00,0000,INDIA,Urban,9,5116305,2651971,2464334,574398,270149,304249,4541907,2381822,2160085,28984,15994,12990,4038602,2130594,1908008,473933,234980,238953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,388,254,134
C2308,00,00,0000,INDIA,Urban,10,8042303,4280284,3762019,1029307,488755,540552,7012996,3791529,3221467,57517,32591,24926,4492837,2468683,2024154,2461873,1289750,1172123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,769,505,264
C2308,00,00,0000,INDIA,Urban,11,5065421,2660354,2405067,389406,177677,211729,4676015,2482677,2193338,29752,16936,12816,1553485,861511,691974,3092379,1603932,1488447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,399,298,101
C2308,00,00,0000,INDIA,Urban,12,7558903,4016492,3542411,844642,394908,449734,6714261,3621584,3092677,53749,30260,23489,1331495,750827,580668,4652846,2496455,2156391,675499,343579,331920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,672,463,209
C2308,00,00,0000,INDIA,Urban,13,5586302,2844626,2741676,472985,203432,269553,5113317,2641194,2472123,37995,20152,17843,503696,271078,232618,2989515,1581513,1408002,1581681,768168,813513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,430,283,147
C2308,00,00,0000,INDIA,Urban,14,6211607,3228376,2983231,622229,276805,345424,5589378,2951571,2637807,52229,27800,24429,417493,227274,190219,1994612,1096902,897710,3124537,1599272,1525265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,507,323,184
C2308,00,00,0000,INDIA,Urban,15,6198351,3305702,2892649,710272,337099,373173,5488079,2968603,2519476,66329,36324,30005,346035,195645,150390,1282465,726511,555954,2458411,1350349,1108062,1334309,659443,674866,0,0,0,0,0,0,0,0,0,0,0,0,530,331,199
C2308,00,00,0000,INDIA,Urban,16,6297617,3294608,3003009,711529,329134,382395,5586088,2965474,2620614,77760,41474,36286,319167,177688,141479,1008925,555827,453098,1721666,967133,754533,2457918,1222947,1234971,0,0,0,0,0,0,0,0,0,0,0,0,652,405,247
C2308,00,00,0000,INDIA,Urban,17,5009567,2691683,2317884,444702,207061,237641,4564865,2484622,2080243,71290,38909,32381,216207,123548,92659,680492,383007,297485,989874,578087,411787,2606227,1360548,1245679,0,0,0,0,0,0,0,0,0,0,0,0,775,523,252
C2308,00,00,0000,INDIA,Urban,18,8054852,4435032,3619820,1097393,505744,591649,6957459,3929288,3028171,141186,78214,62972,401276,235443,165833,1147875,659255,488620,1354699,821494,533205,1829489,1071228,758261,2002650,1004510,998140,8901,5600,3301,70031,52633,17398,0,0,0,1352,911,441
C2308,00,00,0000,INDIA,Urban,19,4593680,2464548,2129132,446773,185666,261107,4146907,2278882,1868025,91614,49566,42048,198139,111001,87138,575124,314639,260485,696072,403533,292539,905560,526036,379524,1601287,815716,785571,7828,4954,2874,70220,52688,17532,0,0,0,1063,749,314
C2308,00,00,0000,INDIA,Urban,20-24,28365228,15193668,13171560,3958565,1512464,2446101,24406663,13681204,10725459,647630,344299,303331,1248593,678741,569852,3644393,1947988,1696405,3870131,2279540,1590591,4822885,2815741,2007144,5406210,3006482,2399728,46656,31326,15330,429160,334442,94718,4284729,2238654,2046075,6276,3991,2285
C2308,00,00,0000,INDIA,Urban,25-29,25737253,13180373,12556880,4552273,1520440,3031833,21184980,11659933,9525047,675400,353249,322151,1290651,628932,661719,3523836,1722841,1800995,3253835,1831953,1421882,4257585,2433160,1824425,2833551,1633687,1199864,38006,26031,11975,328816,265254,63562,4978775,2762022,2216753,4525,2804,1721
C2308,00,00,0000,INDIA,Urban,30-34,22445165,11673137,10772028,4653424,1557721,3095703,17791741,10115416,7676325,584143,316098,268045,1276454,632330,644124,3170715,1554818,1615897,2716126,1548036,1168090,3652862,2154391,1498471,2107369,1278903,828466,30647,21511,9136,269644,220907,48737,3980241,2386149,1594092,3540,2273,1267
C2308,00,00,0000,INDIA,Urban,35-39,21615541,11157103,10458438,5148464,1734626,3413838,16467077,9422477,7044600,566466,306472,259994,1417428,710530,706898,3294937,1621899,1673038,2525062,1438019,1087043,3379533,1995604,1383929,1711991,1058475,653516,23202,15941,7261,211037,170900,40137,3334090,2102476,1231614,3331,2161,1170
C2308,00,00,0000,INDIA,Urban,40-44,17173126,9458276,7714850,4119583,1495556,2624027,13053543,7962720,5090823,455150,261139,194011,1136240,606777,529463,2552311,1349893,1202418,1899371,1145868,753503,2813905,1757096,1056809,1265144,834147,430997,19586,13534,6052,167906,135304,32602,2740816,1856795,884021,3114,2167,947
C2308,00,00,0000,INDIA,Urban,45-49,14453974,7844213,6609761,3666212,1210465,2455747,10787762,6633748,4154014,392456,223178,169278,1015651,516460,499191,2166066,1115040,1051026,1501896,897527,604369,2333422,1495643,837779,991416,673821,317595,16636,11453,5183,137572,108138,29434,2229753,1590426,639327,2894,2062,832
C2308,00,00,0000,INDIA,Urban,50-54,10809961,6038917,4771044,3020254,1035110,1985144,7789707,5003807,2785900,305981,179887,126094,811887,426709,385178,1569006,840289,728717,1008185,620019,388166,1686240,1144554,541686,672973,484086,188887,14967,11439,3528,138437,106550,31887,1579666,1188456,391210,2365,1818,547
C2308,00,00,0000,INDIA,Urban,55-59,7682278,4010268,3672010,2425491,700633,1724858,5256787,3309635,1947152,222852,124864,97988,685433,338792,346641,1170638,602709,567929,677464,406963,270501,1085825,753730,332095,397300,293604,103696,11531,8768,2763,102003,79300,22703,901941,699476,202465,1800,1429,371
C2308,00,00,0000,INDIA,Urban,60-64,6864810,3439621,3425189,2741835,828195,1913640,4122975,2611426,1511549,208275,116437,91838,663601,336472,327129,995491,533502,461989,502169,303920,198249,808074,580669,227405,261024,198050,62974,9113,6257,2856,66357,50658,15699,607280,484203,123077,1591,1258,333
C2308,00,00,0000,INDIA,Urban,65-69,4990199,2401397,2588802,2005036,550646,1454390,2985163,1850751,1134412,151691,81176,70515,583366,286539,296827,757037,393144,363893,355284,210357,144927,546950,403969,142981,164306,127690,36616,6239,4045,2194,36094,26916,9178,383087,316044,67043,1109,871,238
C2308,00,00,0000,INDIA,Urban,70-74,3579168,1780696,1798472,1602072,496385,1105687,1977096,1284311,692785,113348,63094,50254,429985,232188,197797,531307,305828,225479,230484,147612,82872,337766,262690,75076,96916,76333,20583,3323,2113,1210,18118,13053,5065,215098,180775,34323,751,625,126
C2308,00,00,0000,INDIA,Urban,75-79,1721085,851088,869997,697873,198210,499663,1023212,652878,370334,57680,31626,26054,222544,114580,107964,273791,154852,118939,121745,77814,43931,178467,138672,39795,51584,39403,12181,1681,1094,587,8603,6197,2406,106682,88288,18394,435,352,83
C2308,00,00,0000,INDIA,Urban,80+,2022345,935920,1086425,992494,280299,712195,1029851,655621,374230,70553,37526,33027,242876,123861,119015,267345,155815,111530,119624,79424,40200,163514,128620,34894,51253,38670,12583,1518,1124,394,8426,6471,1955,104256,83710,20546,486,400,86
C2308,00,00,0000,INDIA,Urban,Age not stated,841654,465167,376487,315192,150747,164445,526462,314420,212042,146203,89941,56262,65096,35784,29312,80455,44104,36351,60409,35146,25263,68979,42761,26218,36887,22165,14722,645,470,175,4435,3559,876,63226,40406,22820,127,84,43
C2308,01,00,0000,State - JAMMU & KASHMIR  01,Total,All ages,10143700,5360926,4782774,5336414,2300298,3036116,4807286,3060628,1746658,246932,135290,111642,860480,496517,363963,1031707,617935,413772,1074049,710489,363560,914050,638612,275438,339163,225426,113737,1087,807,280,7493,6317,1176,331548,228649,102899,777,586,191
C2308,01,00,0000,State - JAMMU & KASHMIR  01,Total,0-6,1485803,765394,720409,1485803,765394,720409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2308,01,00,0000,State - JAMMU & KASHMIR  01,Total,7,217317,111487,105830,106713,50665,56048,110604,60822,49782,5330,2881,2449,105261,57938,47323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,10
C2308,01,00,0000,State - JAMMU & KASHMIR  01,Total,8,321662,165379,156283,129296,58503,70793,192366,106876,85490,6701,3647,3054,185649,103221,82428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,8,8
