Table Name,State Code,District Code,Tehsil Code,Area Name,Total/ Rural/ Urban,Age-group,Total - Persons,Total - Males,Total - Females,Illiterate - Persons,Illiterate - Males,Illiterate - Females,Literate - Persons,Literate - Males,Literate - Females,Educational level - Literate without educational level - Persons,Educational level - Literate without educational level - Males,Educational level - Literate without educational level - Females,Educational level - Below primary - Persons,Educational level - Below primary - Males,Educational level - Below primary - Females,Educational level - Primary - Persons,Educational level - Primary - Males,Educational level - Primary - Females,Educational level - Middle - Persons,Educational level - Middle - Males,Educational level - Middle - Females,Educational level - Matric/Secondary - Persons,Educational level - Matric/Secondary - Males,Educational level - Matric/Secondary - Females,Educational level - Higher secondary/Intermediate/Pre-University/Senior secondary - Persons,Educational level - Higher secondary/Intermediate/Pre-University/Senior secondary - Males,Educational level - Higher secondary/Intermediate/Pre-University/Senior secondary - Females,Educational level - Non-technical diploma or certificate not equal to degree - Persons,Educational level - Non-technical diploma or certificate not equal to degree - Males,Educational level - Non-technical diploma or certificate not equal to degree - Females,Educational level - Technical diploma or certificate not equal to degree - Persons,Educational level - Technical diploma or certificate not equal to degree - Males,Educational level - Technical diploma or certificate not equal to degree - Females,Educational level - Graduate & above - Persons,Educational level - Graduate & above - Males,Educational level - Graduate & above - Females,Educational level - Unclassified - Persons,Educational level - Unclassified - Males,Educational level - Unclassified - Females
C2308,22,00,0000,State - CHHATTISGARH  22,Total,8,573730,291950,281780,132551,58363,74188,441179,233587,207592,2823,1522,1301,438336,232049,206287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,16,4
C2308,22,00,0000,State - CHHATTISGARH  22,Total,9,499608,249131,250477,69108,27455,41653,430500,221676,208824,1895,947,948,418559,215648,202911,10037,5076,4961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,4
C2308,22,00,0000,State - CHHATTISGARH  22,Total,10,669385,342573,326812,102876,39970,62906,566509,302603,263906,3683,1846,1837,489828,261612,228216,72991,39141,33850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,3
C2308,22,00,0000,State - CHHATTISGARH  22,Total,11,437320,226375,210945,36746,12650,24096,400574,213725,186849,1908,873,1035,227166,120857,106309,171497,91993,79504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1
C2308,22,00,0000,State - CHHATTISGARH  22,Total,12,601060,308571,292489,89813,32222,57591,511247,276349,234898,5089,2257,2832,177126,93132,83994,317947,175023,142924,11072,5928,5144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,9,4
C2308,22,00,0000,State - CHHATTISGARH  22,Total,13,438366,220748,217618,52888,16365,36523,385478,204383,181095,4035,1607,2428,72046,35123,36923,275348,150333,125015,34041,17313,16728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,1
C2308,22,00,0000,State - CHHATTISGARH  22,Total,14,459206,234670,224536,62152,19567,42585,397054,215103,181951,5752,2305,3447,58569,28297,30272,226907,126333,100574,105812,58159,47653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,9,5
C2308,22,00,0000,State - CHHATTISGARH  22,Total,15,455373,239101,216272,80489,29192,51297,374884,209909,164975,9098,3980,5118,51203,25978,25225,156232,88172,68060,135604,80006,55598,22741,11771,10970,0,0,0,0,0,0,0,0,0,0,0,0,6,2,4
C2308,22,00,0000,State - CHHATTISGARH  22,Total,16,438713,222878,215835,73651,23241,50410,365062,199637,165425,9937,4022,5915,43668,20922,22746,118213,62591,55622,129764,76958,52806,63460,35131,28329,0,0,0,0,0,0,0,0,0,0,0,0,20,13,7
C2308,22,00,0000,State - CHHATTISGARH  22,Total,17,303652,161405,142247,45327,14284,31043,258325,147121,111204,6921,2839,4082,25351,12536,12815,70417,38120,32297,78933,48258,30675,76698,45364,31334,0,0,0,0,0,0,0,0,0,0,0,0,5,4,1
C2308,22,00,0000,State - CHHATTISGARH  22,Total,18,484503,258364,226139,101182,31975,69207,383321,226389,156932,14803,6440,8363,45757,23648,22109,102721,57508,45213,101434,63362,38072,72935,49377,23558,44906,25501,19405,87,41,46,656,498,158,0,0,0,22,14,8
C2308,22,00,0000,State - CHHATTISGARH  22,Total,19,249483,126693,122790,46437,11667,34770,203046,115026,88020,7304,2801,4503,22025,10278,11747,47840,24441,23399,49454,28973,20481,33955,22829,11126,41489,24958,16531,85,37,48,874,692,182,0,0,0,20,17,3
C2308,22,00,0000,State - CHHATTISGARH  22,Total,20-24,1671488,827776,843712,423754,108379,315375,1247734,719397,528337,67087,25933,41154,162438,76743,85695,284038,146847,137191,269342,160838,108504,162233,107453,54780,189432,131144,58288,675,477,198,9158,7883,1275,103190,62002,41188,141,77,64
C2308,22,00,0000,State - CHHATTISGARH  22,Total,25-29,1636950,814809,822141,524522,144701,379821,1112428,670108,442320,92118,36648,55470,178529,92680,85849,248085,139734,108351,203692,128627,75065,128406,86230,42176,120030,90404,29626,555,454,101,7291,6758,533,133549,88465,45084,173,108,65
C2308,22,00,0000,State - CHHATTISGARH  22,Total,30-34,1542280,755721,786559,605407,174049,431358,936873,581672,355201,110458,43921,66537,187238,106571,80667,198338,117238,81100,138571,92578,45993,111279,79454,31825,79571,62056,17515,440,364,76,4920,4598,322,105910,74792,31118,148,100,48
C2308,22,00,0000,State - CHHATTISGARH  22,Total,35-39,1424842,729700,695142,617416,204114,413302,807426,525586,281840,110318,49929,60389,200762,130794,69968,185104,119521,65583,93217,63395,29822,92070,68645,23425,40955,30156,10799,323,276,47,3821,3609,212,80732,59179,21553,124,82,42
C2308,22,00,0000,State - CHHATTISGARH  22,Total,40-44,1096145,565191,530954,505097,166131,338966,591048,399060,191988,76235,34691,41544,154474,103497,50977,144927,99096,45831,67548,48431,19117,64885,49514,15371,24441,17778,6663,277,252,25,3153,2991,162,55039,42763,12276,69,47,22
C2308,22,00,0000,State - CHHATTISGARH  22,Total,45-49,946009,482637,463372,468496,148872,319624,477513,333765,143748,54776,26634,28142,131217,89713,41504,119155,83447,35708,56856,42620,14236,57359,45445,11914,18601,14125,4476,194,167,27,2231,2086,145,37081,29502,7579,43,26,17
C2308,22,00,0000,State - CHHATTISGARH  22,Total,50-54,748558,384446,364112,415329,136262,279067,333229,248184,85045,32177,17707,14470,106053,77357,28696,74592,54752,19840,34865,27270,7595,43466,36317,7149,13315,10894,2421,167,151,16,1805,1661,144,26745,22040,4705,44,35,9
C2308,22,00,0000,State - CHHATTISGARH  22,Total,55-59,610688,294489,316199,377521,116535,260986,233167,177954,55213,22134,13365,8769,97356,74707,22649,43924,32428,11496,20374,15866,4508,24530,20371,4159,7566,6238,1328,129,119,10,1415,1323,92,15702,13510,2192,37,27,10
C2308,22,00,0000,State - CHHATTISGARH  22,Total,60-64,568926,263949,304977,396695,129206,267489,172231,134743,37488,17625,11527,6098,86552,69251,17301,28038,21082,6956,12620,9917,2703,13566,11060,2506,3995,3286,709,66,62,4,700,659,41,9040,7878,1162,29,21,8
C2308,22,00,0000,State - CHHATTISGARH  22,Total,65-69,402092,181311,220781,287876,91138,196738,114216,90173,24043,11688,7980,3708,62772,50950,11822,17470,13005,4465,7088,5365,1723,7682,6294,1388,2117,1756,361,55,50,5,434,408,26,4889,4347,542,21,18,3
C2308,22,00,0000,State - CHHATTISGARH  22,Total,70-74,275341,127203,148138,204711,69997,134714,70630,57206,13424,7447,5383,2064,41554,34762,6792,10287,7777,2510,3877,2944,933,3820,3178,642,1138,932,206,19,15,4,171,153,18,2312,2057,255,5,5,0
C2308,22,00,0000,State - CHHATTISGARH  22,Total,75-79,122719,55014,67705,89969,28997,60972,32750,26017,6733,3204,2219,985,18985,15712,3273,5076,3748,1328,1986,1468,518,1906,1530,376,517,410,107,12,9,3,61,52,9,995,863,132,8,6,2
C2308,22,00,0000,State - CHHATTISGARH  22,Total,80+,135305,62208,73097,101324,35657,65667,33981,26551,7430,3837,2632,1205,19465,15736,3729,5193,3821,1372,2007,1495,512,1794,1480,314,649,531,118,9,6,3,76,66,10,948,781,167,3,3,0
C2308,22,00,0000,State - CHHATTISGARH  22,Total,Age not stated,28082,15742,12340,14959,7068,7891,13123,8674,4449,4100,2849,1251,3424,2088,1336,2343,1459,884,1282,863,419,821,600,221,517,357,160,4,3,1,40,36,4,589,417,172,3,2,1
C2308,22,00,0000,State - CHHATTISGARH  22,Rural,All ages,16648056,8307443,8340613,8371490,3260284,5111206,8276566,5047159,3229407,657460,298690,358770,3158644,1826225,1332419,2273711,1350031,923680,1116636,732627,384009,538935,409652,129283,319165,252432,66733,712,503,209,8645,8031,614,202020,168558,33462,638,410,228
C2308,22,00,0000,State - CHHATTISGARH  22,Rural,0-6,2963980,1495500,1468480,2963980,1495500,1468480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2308,22,00,0000,State - CHHATTISGARH  22,Rural,7,370190,185883,184307,157949,74008,83941,212241,111875,100366,2522,1378,1144,209697,110487,99210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,10,12
C2308,22,00,0000,State - CHHATTISGARH  22,Rural,8,468401,237394,231007,119379,52394,66985,349022,185000,164022,2521,1343,1178,346482,183642,162840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,15,4
C2308,22,00,0000,State - CHHATTISGARH  22,Rural,9,416399,207376,209023,63236,24950,38286,353163,182426,170737,1752,870,882,345497,178460,167037,5910,3094,2816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2
C2308,22,00,0000,State - CHHATTISGARH  22,Rural,10,547488,279580,267908,94103,36445,57658,453385,243135,210250,3397,1688,1709,403840,216000,187840,46144,25446,20698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3
C2308,22,00,0000,State - CHHATTISGARH  22,Rural,11,351033,181889,169144,33120,11245,21875,317913,170644,147269,1788,804,984,191587,101758,89829,124538,68082,56456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2308,22,00,0000,State - CHHATTISGARH  22,Rural,12,487123,249650,237473,82588,29531,53057,404535,220119,184416,4835,2121,2714,150335,78785,71550,243436,135765,107671,5923,3446,2477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,4
C2308,22,00,0000,State - CHHATTISGARH  22,Rural,13,349387,176487,172900,48302,14867,33435,301085,161620,139465,3860,1534,2326,61129,29601,31528,217653,120437,97216,18441,10047,8394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1
C2308,22,00,0000,State - CHHATTISGARH  22,Rural,14,365452,186999,178453,56862,17795,39067,308590,169204,139386,5508,2194,3314,50468,24099,26369,184350,103464,80886,68254,39440,28814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,3
C2308,22,00,0000,State - CHHATTISGARH  22,Rural,15,360928,189505,171423,73853,26753,47100,287075,162752,124323,8770,3812,4958,44488,22296,22192,127342,71909,55433,96589,59040,37549,9881,5694,4187,0,0,0,0,0,0,0,0,0,0,0,0,5,1,4
C2308,22,00,0000,State - CHHATTISGARH  22,Rural,16,342437,173747,168690,67029,20962,46067,275408,152785,122623,9546,3835,5711,37754,17879,19875,96429,50771,45658,98121,59718,38403,33542,20572,12970,0,0,0,0,0,0,0,0,0,0,0,0,16,10,6
C2308,22,00,0000,State - CHHATTISGARH  22,Rural,17,226782,120483,106299,40574,12625,27949,186208,107858,78350,6624,2708,3916,21498,10502,10996,56356,30070,26286,60245,37505,22740,41483,27071,14412,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0
C2308,22,00,0000,State - CHHATTISGARH  22,Rural,18,373129,197605,175524,91166,28596,62570,281963,169009,112954,14269,6175,8094,39355,20149,19206,83209,46132,37077,78732,49853,28879,46902,33664,13238,19296,12871,6425,27,15,12,163,145,18,0,0,0,10,5,5
C2308,22,00,0000,State - CHHATTISGARH  22,Rural,19,184139,92018,92121,41457,10257,31200,142682,81761,60921,6932,2619,4313,18856,8639,10217,38598,19353,19245,38028,22558,15470,21698,15484,6214,18355,12915,5440,15,9,6,194,180,14,0,0,0,6,4,2
C2308,22,00,0000,State - CHHATTISGARH  22,Rural,20-24,1268540,616462,652078,376899,96702,280197,891641,519760,371881,64079,24492,39587,140130,65691,74439,230234,118452,111782,209397,127034,82363,101430,71776,29654,104366,80722,23644,107,66,41,2428,2227,201,39386,29252,10134,84,48,36
C2308,22,00,0000,State - CHHATTISGARH  22,Rural,25-29,1265273,627523,637750,460452,129367,331085,804821,498156,306665,88299,34865,53434,153432,80630,72802,198423,114974,83449,155323,102518,52805,76283,56491,19792,75939,62205,13734,136,100,36,2046,1920,126,54818,44379,10439,122,74,48
C2308,22,00,0000,State - CHHATTISGARH  22,Rural,30-34,1204248,582456,621792,529997,154921,375076,674251,427535,246716,106491,42041,64450,161428,93629,67799,154393,95169,59224,99686,70772,28914,62223,49861,12362,48891,41141,7750,123,82,41,1254,1173,81,39667,33603,6064,95,64,31
C2308,22,00,0000,State - CHHATTISGARH  22,Rural,35-39,1110871,568062,542809,534736,181217,353519,576135,386845,189290,106281,47955,58326,171940,115074,56866,140092,96470,43622,60658,45231,15427,47695,40549,7146,21629,17299,4330,101,69,32,812,770,42,26842,23368,3474,85,60,25
C2308,22,00,0000,State - CHHATTISGARH  22,Rural,40-44,852879,433152,419727,438680,147161,291519,414199,285991,128208,73090,33161,39929,132100,90678,41422,109114,79482,29632,42523,33332,9191,29700,25886,3814,11035,8513,2522,67,51,16,549,515,34,15974,14340,1634,47,33,14
C2308,22,00,0000,State - CHHATTISGARH  22,Rural,45-49,744757,374941,369816,409138,133234,275904,335619,241707,93912,52198,25402,26796,112076,79019,33057,89830,67409,22421,36313,29882,6431,27000,24185,2815,7871,6385,1486,59,47,12,385,350,35,9866,9015,851,21,13,8
C2308,22,00,0000,State - CHHATTISGARH  22,Rural,50-54,600178,302842,297336,367451,122839,244612,232727,180003,52724,30231,16666,13565,90317,68169,22148,55291,43704,11587,21901,18969,2932,21450,20107,1343,5818,5149,669,33,30,3,333,305,28,7326,6884,442,27,20,7
C2308,22,00,0000,State - CHHATTISGARH  22,Rural,55-59,500681,237384,263297,336849,106018,230831,163832,131366,32466,20620,12600,8020,82620,66255,16365,30516,24900,5616,11903,10530,1373,10647,10081,566,3012,2700,312,21,17,4,236,219,17,4238,4052,186,19,12,7
C2308,22,00,0000,State - CHHATTISGARH  22,Rural,60-64,476198,218813,257385,354187,118092,236095,122011,100721,21290,16344,10867,5477,72891,61082,11809,17834,15044,2790,6839,6172,667,4538,4248,290,1345,1192,153,9,8,1,112,103,9,2085,1996,89,14,9,5
C2308,22,00,0000,State - CHHATTISGARH  22,Rural,65-69,338410,150885,187525,258878,83975,174903,79532,66910,12622,10739,7505,3234,51934,44532,7402,10193,8759,1434,3256,2948,308,1955,1822,133,564,487,77,6,4,2,57,55,2,819,790,29,9,8,1
C2308,22,00,0000,State - CHHATTISGARH  22,Rural,70-74,234988,107679,127309,184493,64511,119982,50495,43168,7327,6864,5070,1794,34347,30126,4221,5917,5012,905,1620,1409,211,998,897,101,328,266,62,3,1,2,31,29,2,383,354,29,4,4,0
C2308,22,00,0000,State - CHHATTISGARH  22,Rural,75-79,105181,46606,58575,82032,27072,54960,23149,19534,3615,2920,2085,835,15622,13634,1988,2896,2407,489,908,731,177,473,389,84,149,123,26,3,3,0,15,14,1,160,145,15,3,3,0
C2308,22,00,0000,State - CHHATTISGARH  22,Rural,80+,115901,53546,62355,91222,33157,58065,24679,20389,4290,3499,2466,1033,15927,13615,2312,3121,2509,612,1024,826,198,567,507,60,277,238,39,2,1,1,18,16,2,244,211,33,0,0,0
C2308,22,00,0000,State - CHHATTISGARH  22,Rural,Age not stated,23083,12976,10107,12878,6090,6788,10205,6886,3319,3481,2434,1047,2894,1794,1100,1892,1217,675,952,666,286,470,368,102,290,226,64,0,0,0,12,10,2,212,169,43,2,2,0
C2308,22,00,0000,State - CHHATTISGARH  22,Urban,All ages,4185747,2166775,2018972,1289164,502539,786625,2896583,1664236,1232347,31964,15803,16161,638428,339563,298865,663009,352655,310354,442803,248007,194796,444671,272391,172280,270074,168094,101980,2385,1980,405,28161,25442,2719,374701,240038,134663,387,263,124
C2308,22,00,0000,State - CHHATTISGARH  22,Urban,0-6,590936,304913,286023,590936,304913,286023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2308,22,00,0000,State - CHHATTISGARH  22,Urban,7,88873,45267,43606,21493,10345,11148,67380,34922,32458,450,258,192,66922,34660,32262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,4
C2308,22,00,0000,State - CHHATTISGARH  22,Urban,8,105329,54556,50773,13172,5969,7203,92157,48587,43570,302,179,123,91854,48407,43447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
C2308,22,00,0000,State - CHHATTISGARH  22,Urban,9,83209,41755,41454,5872,2505,3367,77337,39250,38087,143,77,66,73062,37188,35874,4127,1982,2145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,2
C2308,22,00,0000,State - CHHATTISGARH  22,Urban,10,121897,62993,58904,8773,3525,5248,113124,59468,53656,286,158,128,85988,45612,40376,26847,13695,13152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0
C2308,22,00,0000,State - CHHATTISGARH  22,Urban,11,86287,44486,41801,3626,1405,2221,82661,43081,39580,120,69,51,35579,19099,16480,46959,23911,23048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1
C2308,22,00,0000,State - CHHATTISGARH  22,Urban,12,113937,58921,55016,7225,2691,4534,106712,56230,50482,254,136,118,26791,14347,12444,74511,39258,35253,5149,2482,2667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0
C2308,22,00,0000,State - CHHATTISGARH  22,Urban,13,88979,44261,44718,4586,1498,3088,84393,42763,41630,175,73,102,10917,5522,5395,57695,29896,27799,15600,7266,8334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0
C2308,22,00,0000,State - CHHATTISGARH  22,Urban,14,93754,47671,46083,5290,1772,3518,88464,45899,42565,244,111,133,8101,4198,3903,42557,22869,19688,37558,18719,18839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2
C2308,22,00,0000,State - CHHATTISGARH  22,Urban,15,94445,49596,44849,6636,2439,4197,87809,47157,40652,328,168,160,6715,3682,3033,28890,16263,12627,39015,20966,18049,12860,6077,6783,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
C2308,22,00,0000,State - CHHATTISGARH  22,Urban,16,96276,49131,47145,6622,2279,4343,89654,46852,42802,391,187,204,5914,3043,2871,21784,11820,9964,31643,17240,14403,29918,14559,15359,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1
C2308,22,00,0000,State - CHHATTISGARH  22,Urban,17,76870,40922,35948,4753,1659,3094,72117,39263,32854,297,131,166,3853,2034,1819,14061,8050,6011,18688,10753,7935,35215,18293,16922,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1
C2308,22,00,0000,State - CHHATTISGARH  22,Urban,18,111374,60759,50615,10016,3379,6637,101358,57380,43978,534,265,269,6402,3499,2903,19512,11376,8136,22702,13509,9193,26033,15713,10320,25610,12630,12980,60,26,34,493,353,140,0,0,0,12,9,3
C2308,22,00,0000,State - CHHATTISGARH  22,Urban,19,65344,34675,30669,4980,1410,3570,60364,33265,27099,372,182,190,3169,1639,1530,9242,5088,4154,11426,6415,5011,12257,7345,4912,23134,12043,11091,70,28,42,680,512,168,0,0,0,14,13,1
C2308,22,00,0000,State - CHHATTISGARH  22,Urban,20-24,402948,211314,191634,46855,11677,35178,356093,199637,156456,3008,1441,1567,22308,11052,11256,53804,28395,25409,59945,33804,26141,60803,35677,25126,85066,50422,34644,568,411,157,6730,5656,1074,63804,32750,31054,57,29,28
C2308,22,00,0000,State - CHHATTISGARH  22,Urban,25-29,371677,187286,184391,64070,15334,48736,307607,171952,135655,3819,1783,2036,25097,12050,13047,49662,24760,24902,48369,26109,22260,52123,29739,22384,44091,28199,15892,419,354,65,5245,4838,407,78731,44086,34645,51,34,17
C2308,22,00,0000,State - CHHATTISGARH  22,Urban,30-34,338032,173265,164767,75410,19128,56282,262622,154137,108485,3967,1880,2087,25810,12942,12868,43945,22069,21876,38885,21806,17079,49056,29593,19463,30680,20915,9765,317,282,35,3666,3425,241,66243,41189,25054,53,36,17
C2308,22,00,0000,State - CHHATTISGARH  22,Urban,35-39,313971,161638,152333,82680,22897,59783,231291,138741,92550,4037,1974,2063,28822,15720,13102,45012,23051,21961,32559,18164,14395,44375,28096,16279,19326,12857,6469,222,207,15,3009,2839,170,53890,35811,18079,39,22,17
C2308,22,00,0000,State - CHHATTISGARH  22,Urban,40-44,243266,132039,111227,66417,18970,47447,176849,113069,63780,3145,1530,1615,22374,12819,9555,35813,19614,16199,25025,15099,9926,35185,23628,11557,13406,9265,4141,210,201,9,2604,2476,128,39065,28423,10642,22,14,8
C2308,22,00,0000,State - CHHATTISGARH  22,Urban,45-49,201252,107696,93556,59358,15638,43720,141894,92058,49836,2578,1232,1346,19141,10694,8447,29325,16038,13287,20543,12738,7805,30359,21260,9099,10730,7740,2990,135,120,15,1846,1736,110,27215,20487,6728,22,13,9
C2308,22,00,0000,State - CHHATTISGARH  22,Urban,50-54,148380,81604,66776,47878,13423,34455,100502,68181,32321,1946,1041,905,15736,9188,6548,19301,11048,8253,12964,8301,4663,22016,16210,5806,7497,5745,1752,134,121,13,1472,1356,116,19419,15156,4263,17,15,2
C2308,22,00,0000,State - CHHATTISGARH  22,Urban,55-59,110007,57105,52902,40672,10517,30155,69335,46588,22747,1514,765,749,14736,8452,6284,13408,7528,5880,8471,5336,3135,13883,10290,3593,4554,3538,1016,108,102,6,1179,1104,75,11464,9458,2006,18,15,3
C2308,22,00,0000,State - CHHATTISGARH  22,Urban,60-64,92728,45136,47592,42508,11114,31394,50220,34022,16198,1281,660,621,13661,8169,5492,10204,6038,4166,5781,3745,2036,9028,6812,2216,2650,2094,556,57,54,3,588,556,32,6955,5882,1073,15,12,3
C2308,22,00,0000,State - CHHATTISGARH  22,Urban,65-69,63682,30426,33256,28998,7163,21835,34684,23263,11421,949,475,474,10838,6418,4420,7277,4246,3031,3832,2417,1415,5727,4472,1255,1553,1269,284,49,46,3,377,353,24,4070,3557,513,12,10,2
C2308,22,00,0000,State - CHHATTISGARH  22,Urban,70-74,40353,19524,20829,20218,5486,14732,20135,14038,6097,583,313,270,7207,4636,2571,4370,2765,1605,2257,1535,722,2822,2281,541,810,666,144,16,14,2,140,124,16,1929,1703,226,1,1,0
C2308,22,00,0000,State - CHHATTISGARH  22,Urban,75-79,17538,8408,9130,7937,1925,6012,9601,6483,3118,284,134,150,3363,2078,1285,2180,1341,839,1078,737,341,1433,1141,292,368,287,81,9,6,3,46,38,8,835,718,117,5,3,2
C2308,22,00,0000,State - CHHATTISGARH  22,Urban,80+,19404,8662,10742,10102,2500,7602,9302,6162,3140,338,166,172,3538,2121,1417,2072,1312,760,983,669,314,1227,973,254,372,293,79,7,5,2,58,50,8,704,570,134,3,3,0
C2308,22,00,0000,State - CHHATTISGARH  22,Urban,Age not stated,4999,2766,2233,2081,978,1103,2918,1788,1130,619,415,204,530,294,236,451,242,209,330,197,133,351,232,119,227,131,96,4,3,1,28,26,2,377,248,129,1,0,1
C2308,23,00,0000,State - MADHYA PRADESH  23,Total,All ages,60348023,31443652,28904371,28755460,11771378,16984082,31592563,19672274,11920289,1470687,747050,723637,10199261,5856136,4343125,8426081,5214064,3212017,4733325,3151625,1581700,2831003,1963617,867386,1918204,1336883,581321,6912,5607,1305,69071,62109,6962,1931049,1331211,599838,6970,3972,2998
C2308,23,00,0000,State - MADHYA PRADESH  23,Total,0-6,10782214,5579847,5202367,10782214,5579847,5202367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2308,23,00,0000,State - MADHYA PRADESH  23,Total,7,1385697,710779,674918,554790,261760,293030,830907,449019,381888,11074,6229,4845,819742,442730,377012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,60,31
C2308,23,00,0000,State - MADHYA PRADESH  23,Total,8,2002398,1037498,964900,576078,257106,318972,1426320,780392,645928,13369,7239,6130,1412823,773066,639757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,87,41
C2308,23,00,0000,State - MADHYA PRADESH  23,Total,9,1313098,672018,641080,225331,91777,133554,1087767,580241,507526,6460,3355,3105,1037347,554137,483210,43902,22713,21189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,36,22
C2308,23,00,0000,State - MADHYA PRADESH  23,Total,10,2160767,1137640,1023127,421975,170659,251316,1738792,966981,771811,14240,7449,6791,1444103,801421,642682,280248,157964,122284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,147,54
C2308,23,00,0000,State - MADHYA PRADESH  23,Total,11,1124728,600693,524035,126741,46623,80118,997987,554070,443917,5523,2752,2771,555531,304829,250702,436858,246427,190431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,62,13
C2308,23,00,0000,State - MADHYA PRADESH  23,Total,12,1921483,1029501,891982,352368,133856,218512,1569115,895645,673470,16036,7928,8108,621265,339504,281761,876556,516875,359681,55123,31252,23871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,86,49
C2308,23,00,0000,State - MADHYA PRADESH  23,Total,13,1182292,618571,563721,175316,60024,115292,1006976,558547,448429,9541,4217,5324,222072,111458,110614,650754,377379,273375,124523,65438,59085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,55,31
C2308,23,00,0000,State - MADHYA PRADESH  23,Total,14,1379739,737389,642350,241439,85953,155486,1138300,651436,486864,15298,7039,8259,201295,102921,98374,584366,348413,235953,337249,193009,144240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,54,38
C2308,23,00,0000,State - MADHYA PRADESH  23,Total,15,1303417,730449,572968,264023,106285,157738,1039394,624164,415230,20821,10716,10105,158976,86937,72039,402778,249434,153344,367564,229187,138377,89186,47851,41335,0,0,0,0,0,0,0,0,0,0,0,0,69,39,30
C2308,23,00,0000,State - MADHYA PRADESH  23,Total,16,1307333,715841,591492,273832,103200,170632,1033501,612641,420860,24049,11766,12283,136047,73630,62417,317522,189263,128259,343759,217471,126288,211997,120442,91555,0,0,0,0,0,0,0,0,0,0,0,0,127,69,58
C2308,23,00,0000,State - MADHYA PRADESH  23,Total,17,786341,436104,350237,139932,48871,91061,646409,387233,259176,13546,6396,7150,64951,35355,29596,160728,95519,65209,186482,119492,66990,220648,130444,90204,0,0,0,0,0,0,0,0,0,0,0,0,54,27,27
C2308,23,00,0000,State - MADHYA PRADESH  23,Total,18,1628525,916067,712458,410371,144303,266068,1218154,771764,446390,41553,20393,21160,152331,87938,64393,323741,202558,121183,312175,210761,101414,229164,158178,70986,157351,90709,66642,152,83,69,1520,1049,471,0,0,0,167,95,72
C2308,23,00,0000,State - MADHYA PRADESH  23,Total,19,665001,357254,307747,141451,39757,101694,523550,317497,206053,15365,6655,8710,54809,28443,26366,116649,67777,48872,121680,78446,43234,92102,63287,28815,121160,71666,49494,141,80,61,1561,1105,456,0,0,0,83,38,45
